,PropertyID,Country,Type,Bedrooms,Bathrooms,SquareFootage,Price,ListedDate,Status,Img,Location
110,111,Canada,Single Family,1,2,1500,300000,2022-03-25T00:00:00.000,Sold,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2M3Njc0NWM4LTExYzgtNGRmZC1hYWRkLWRjMzk0ZTM5ZDIwNC9hNmMwYmQxNy03NmE4LTQzZWQtYWZlNC0xMGIzYjVmYWEzNDAuanBnIiwiYnJhbmQiOiJET1RQUk9QRVJUWSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDkwLCJoZWlnaHQiOjMyNSwiZml0IjoiY292ZXIifX19,"Toronto, 123 Maple St"
111,112,Australia,Apartment,1,3,750,400000,2024-04-11T00:00:00.000,Pending,https://mediavault.point2.com/p2a/htmltext/620c/c690/bcc1/c1fdc6c4068582165f30/original.jpg,"Sydney, 34 George St"
112,113,Germany,Apartment,4,4,750,1000000,2024-01-07T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/6222ffef7a99942647c94379375385ea-cc_ft_960.jpg,"Berlin, 12 Alexanderplatz"
113,114,Japan,Single Family,5,3,1000,900000,2024-03-29T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/a040dcb66681d1d3c54149600a1cb972-cc_ft_960.jpg,"Tokyo, 1 Chiyoda"
114,115,Brazil,Condo,5,1,1000,500000,2023-03-16T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/1725203ab0ec042bd839fcc5bbec4f96-cc_ft_1536.jpg,"São Paulo, 33 Paulista Ave"
115,116,South Africa,Single Family,3,4,1000,900000,2023-09-11T00:00:00.000,Pending,https://photos.zillowstatic.com/fp/dfafb4ae5dc197b1385496a025cce6e8-cc_ft_960.jpg,"Cape Town, 123 Long St"
116,117,India,Apartment,3,1,1200,500000,2023-08-14T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-house-with-swimming-pool-isolated-empty-white-background-real-estate-sale-property_667286-7582.jpg,"Mumbai, 50 Marine Drive"
117,118,Italy,Townhouse,4,4,1000,300000,2022-09-29T00:00:00.000,Pending,https://img.freepik.com/premium-photo/luxury-modern-real-estate-home-contemporary-house_938627-198.jpg,"Rome, 25 Via del Corso"
118,119,France,Townhouse,4,3,750,200000,2023-04-29T00:00:00.000,Pending,https://img.freepik.com/premium-photo/house-modern-style-with-courtyard-panoramic-windows-3d-render-house_727625-681.jpg,"Paris, 50 Champs-Élysées"
119,120,Mexico,Apartment,5,1,1000,300000,2023-01-10T00:00:00.000,Sold,"https://easy-peasy.ai/cdn-cgi/image/quality=80,format=auto,width=700/https://fdczvxmwwjwpwbeeqcth.supabase.co/storage/v1/object/public/images/268c4b03-533f-4e81-aec1-0c22df466a90/4f5ea4f7-ab1e-49e7-9757-7f4b3ede7820.png","Mexico City, 67 Reforma Ave"
120,121,Canada,Apartment,3,2,1800,200000,2022-08-02T00:00:00.000,Pending,https://plus.unsplash.com/premium_photo-1661954372617-15780178eb2e?fm=jpg&q=60&w=3000&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8bHV4dXJ5JTIwcmVhbCUyMGVzdGF0ZXxlbnwwfHwwfHx8MA%3D%3D,"Toronto, 123 Maple St"
121,122,Australia,Condo,2,4,2500,1000000,2022-06-26T00:00:00.000,Pending,https://media.rightmove.co.uk/dir/crop/10:9-16:9/204k/203147/121885529/203147_1342113-1_IMG_02_0000_max_476x317.jpeg,"Sydney, 34 George St"
122,123,Germany,Apartment,1,4,1800,1000000,2024-08-24T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/216k/215192/139088444/215192_26600911_IMG_13_0003_max_656x437.jpeg,"Berlin, 12 Alexanderplatz"
123,124,Japan,Condo,5,4,1500,700000,2024-05-31T00:00:00.000,Sold,https://assets.site-static.com/userFiles/1075/image/si-modern-home.png,"Tokyo, 1 Chiyoda"
124,125,Brazil,Apartment,2,4,1800,500000,2023-09-29T00:00:00.000,Pending,https://content.api.news/v3/images/bin/164008cf6daa2b8cd2fe7df1e7635484,"São Paulo, 33 Paulista Ave"
125,126,South Africa,Condo,4,4,1500,500000,2024-08-13T00:00:00.000,Sold,https://assets-listings.rew.ca/brc_idx_rew/brc/R2811252/20230901193317/01.jpeg,"Cape Town, 123 Long St"
126,127,India,Single Family,1,2,2500,300000,2022-07-17T00:00:00.000,Sold,https://mediaserver.realestate.co.nz/listings/42608710/92a882559fcbf91ff2a6852d6ba9dca2.crop.768x512.jpg?options=compress,"Mumbai, 50 Marine Drive"
127,128,Italy,Townhouse,4,1,1800,200000,2022-02-03T00:00:00.000,Sold,https://mediaserver.realestate.co.nz/listings/42632555/cf757ea61fc8fe87ce615171913eee6e.crop.324x208.jpg?options=compress,"Rome, 25 Via del Corso"
128,129,France,Condo,3,2,2500,800000,2022-02-04T00:00:00.000,Sold,https://www.ghanarealestatedevelopers.com/wp-content/uploads/2018/04/GHANAREALESTATEDEVELOPERS-1-19.jpg,"Paris, 50 Champs-Élysées"
129,130,Mexico,Townhouse,2,3,1200,300000,2022-01-26T00:00:00.000,Sold,https://images-listings.coldwellbanker.com/OR_SOMLS/22/01/70/88/2/_P/220170882_P00.jpg,"Mexico City, 67 Reforma Ave"
130,131,Canada,Single Family,1,1,1500,800000,2024-04-17T00:00:00.000,Sold,https://lid.zoocdn.com/645/430/6f7de01d9bc1f8950af4917469f1814318888b7e.jpg,"Toronto, 123 Maple St"
131,132,Australia,Condo,1,2,2500,700000,2024-03-27T00:00:00.000,Sold,https://www.mckissock.com/wp-content/uploads/2016/11/GettyImages-1151832961.jpg,"Sydney, 34 George St"
132,133,Germany,Single Family,4,1,1800,900000,2022-10-27T00:00:00.000,Sold,https://m3.spitogatos.gr/242316401_300x220.jpg?v=20130730,"Berlin, 12 Alexanderplatz"
133,134,Japan,Condo,5,3,1500,200000,2023-10-28T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/fb-img-1653465287210-6.zn5xnqH2jSN7n9X6H.jpg,"Tokyo, 1 Chiyoda"
134,135,Brazil,Townhouse,2,2,2500,300000,2022-08-02T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/img-0c8ef561b3a0eabd638945928a4eeb9b-v.N4knESQ4yBsJpmA6S.jpg,"São Paulo, 33 Paulista Ave"
135,136,South Africa,Single Family,1,3,2000,600000,2024-02-24T00:00:00.000,Sold,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2M3Njc0NWM4LTExYzgtNGRmZC1hYWRkLWRjMzk0ZTM5ZDIwNC9hNmMwYmQxNy03NmE4LTQzZWQtYWZlNC0xMGIzYjVmYWEzNDAuanBnIiwiYnJhbmQiOiJET1RQUk9QRVJUWSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDkwLCJoZWlnaHQiOjMyNSwiZml0IjoiY292ZXIifX19,"Cape Town, 123 Long St"
136,137,India,Apartment,1,4,1500,700000,2022-10-28T00:00:00.000,Sold,https://mediavault.point2.com/p2a/htmltext/620c/c690/bcc1/c1fdc6c4068582165f30/original.jpg,"Mumbai, 50 Marine Drive"
137,138,Italy,Single Family,3,1,1800,300000,2022-10-02T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/6222ffef7a99942647c94379375385ea-cc_ft_960.jpg,"Rome, 25 Via del Corso"
138,139,France,Condo,2,1,750,800000,2022-11-17T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/a040dcb66681d1d3c54149600a1cb972-cc_ft_960.jpg,"Paris, 50 Champs-Élysées"
139,140,Mexico,Townhouse,2,2,1000,700000,2022-06-04T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/1725203ab0ec042bd839fcc5bbec4f96-cc_ft_1536.jpg,"Mexico City, 67 Reforma Ave"
140,141,Canada,Apartment,1,3,1500,600000,2024-08-07T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/dfafb4ae5dc197b1385496a025cce6e8-cc_ft_960.jpg,"Toronto, 123 Maple St"
141,142,Australia,Apartment,2,1,2000,600000,2023-07-20T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-house-with-swimming-pool-isolated-empty-white-background-real-estate-sale-property_667286-7582.jpg,"Sydney, 34 George St"
142,143,Germany,Single Family,2,4,1500,600000,2023-04-11T00:00:00.000,Pending,https://estatehouserd.com/wp-content/uploads/2024/05/project_1_1.png,"Berlin, 12 Alexanderplatz"
143,144,Japan,Single Family,1,4,1500,900000,2022-11-10T00:00:00.000,Sold,https://thegreensgh.com/wp-content/uploads/slider/cache/2dd7e954146fa7a139344e68d7af7bf5/Greens-18-4-scaled.webp,"Tokyo, 1 Chiyoda"
144,145,Brazil,Apartment,1,3,1000,400000,2023-07-09T00:00:00.000,Sold,https://www.adobe.com/creativecloud/photography/discover/media_1159b19a8225b2413136806b0be15e4c921e3d122.png?width=750&format=png&optimize=medium,"São Paulo, 33 Paulista Ave"
145,146,South Africa,Single Family,4,3,2000,400000,2023-08-29T00:00:00.000,Sold,https://i2.au.reastatic.net/800x600/abafe5a063891c635b1d496539ee21f0ccccde46481b4f53732dc826c7034e5f/image.jpg,"Cape Town, 123 Long St"
146,147,India,Townhouse,4,2,1500,800000,2023-04-12T00:00:00.000,Sold,https://media.licdn.com/dms/image/C4D12AQHyQFztScy7lQ/article-cover_image-shrink_600_2000/0/1631006149800?e=2147483647&v=beta&t=FSTJIlkktklps6VGbJLGVVehV4W8RfLEIVayCXpoLkQ,"Mumbai, 50 Marine Drive"
147,148,Italy,Apartment,4,3,2500,700000,2023-09-10T00:00:00.000,Sold,https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/44/ef/f6/978233714.jpg,"Rome, 25 Via del Corso"
148,149,France,Apartment,4,4,1500,500000,2023-07-17T00:00:00.000,Sold,https://s3.eu-west-2.amazonaws.com/online24-production/listings/zfdqa/photos/ghcostablanca-propiedades-6321dd540aae8-source-gl.jpg,"Paris, 50 Champs-Élysées"
149,150,Mexico,Single Family,2,4,1800,200000,2023-12-28T00:00:00.000,Sold,https://res.listglobally.com/listings/5784499/87164663/4c457cd7d377048b644c3b3cc66d63b6?mode=crop&height=300,"Mexico City, 67 Reforma Ave"
150,151,Canada,Single Family,3,1,750,1000000,2022-08-21T00:00:00.000,Pending,https://res.listglobally.com/listings/6239657/94745460/ffa44617f2ac8e0505ba36d6aac6b7f0?mode=crop&height=300,"Toronto, 123 Maple St"
151,152,Australia,Condo,1,4,2000,1000000,2023-09-12T00:00:00.000,Sold,https://cdn.pixabay.com/photo/2016/11/18/17/46/house-1836070_1280.jpg,"Sydney, 34 George St"
152,153,Germany,Single Family,1,4,1200,300000,2023-12-18T00:00:00.000,Sold,https://clarity.pk/wp-content/uploads/2021/03/realestate-pakistan-scaled.jpg,"Berlin, 12 Alexanderplatz"
153,154,Japan,Apartment,5,1,1200,1000000,2023-07-31T00:00:00.000,Sold,https://image.cnbcfm.com/api/v1/image/103500764-GettyImages-147205632-2.jpg?v=1691157601&w=929&h=523&vtcrop=y,"Tokyo, 1 Chiyoda"
154,155,Brazil,Apartment,3,2,2000,900000,2024-08-24T00:00:00.000,Pending,https://www.vapf.com/blog/wp-content/uploads/2017/06/2012-06-08ImamenPostNuevaPromocionMagnoliasDesign-1080x498.jpg,"São Paulo, 33 Paulista Ave"
155,156,South Africa,Condo,3,3,1000,700000,2024-03-25T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2011-09-08ImagenPostChaletsIbicencosCumbredelSol.jpg,"Cape Town, 123 Long St"
156,157,India,Condo,1,1,2000,900000,2022-11-24T00:00:00.000,Sold,https://medias.residences-immobilier.com/pict/international/f520x390/3/3/6/0/ext_0_3360003.jpg?t=1707501160,"Mumbai, 50 Marine Drive"
157,158,Italy,Apartment,3,1,2000,600000,2022-07-12T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/6222ffef7a99942647c94379375385ea-cc_ft_960.jpg,"Rome, 25 Via del Corso"
158,159,France,Condo,5,2,1200,200000,2022-11-19T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/a040dcb66681d1d3c54149600a1cb972-cc_ft_960.jpg,"Paris, 50 Champs-Élysées"
159,160,Mexico,Apartment,2,3,750,900000,2023-09-23T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/1725203ab0ec042bd839fcc5bbec4f96-cc_ft_1536.jpg,"Mexico City, 67 Reforma Ave"
160,161,Canada,Single Family,4,3,1200,400000,2022-07-19T00:00:00.000,Pending,https://photos.zillowstatic.com/fp/dfafb4ae5dc197b1385496a025cce6e8-cc_ft_960.jpg,"Toronto, 123 Maple St"
161,162,Australia,Apartment,5,3,750,500000,2022-03-31T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-house-with-swimming-pool-isolated-empty-white-background-real-estate-sale-property_667286-7582.jpg,"Sydney, 34 George St"
162,163,Germany,Condo,4,1,750,700000,2024-04-01T00:00:00.000,Sold,https://estatehouserd.com/wp-content/uploads/2024/05/project_1_1.png,"Berlin, 12 Alexanderplatz"
163,164,Japan,Single Family,1,4,1800,600000,2023-06-10T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-modern-real-estate-home-contemporary-house_938627-198.jpg,"Tokyo, 1 Chiyoda"
164,165,Brazil,Apartment,2,4,1200,200000,2022-09-26T00:00:00.000,Sold,https://img.freepik.com/premium-photo/house-modern-style-with-courtyard-panoramic-windows-3d-render-house_727625-681.jpg,"São Paulo, 33 Paulista Ave"
165,166,South Africa,Apartment,5,1,1500,600000,2024-08-14T00:00:00.000,Pending,"https://easy-peasy.ai/cdn-cgi/image/quality=80,format=auto,width=700/https://fdczvxmwwjwpwbeeqcth.supabase.co/storage/v1/object/public/images/268c4b03-533f-4e81-aec1-0c22df466a90/4f5ea4f7-ab1e-49e7-9757-7f4b3ede7820.png","Cape Town, 123 Long St"
166,167,India,Condo,3,4,2000,700000,2022-09-17T00:00:00.000,Sold,https://plus.unsplash.com/premium_photo-1661954372617-15780178eb2e?fm=jpg&q=60&w=3000&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8bHV4dXJ5JTIwcmVhbCUyMGVzdGF0ZXxlbnwwfHwwfHx8MA%3D%3D,"Mumbai, 50 Marine Drive"
167,168,Italy,Condo,2,2,1000,1000000,2022-11-20T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/crop/10:9-16:9/204k/203147/121885529/203147_1342113-1_IMG_02_0000_max_476x317.jpeg,"Rome, 25 Via del Corso"
168,169,France,Townhouse,5,4,1500,300000,2022-10-15T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/216k/215192/139088444/215192_26600911_IMG_13_0003_max_656x437.jpeg,"Paris, 50 Champs-Élysées"
169,170,Mexico,Apartment,2,1,1200,600000,2022-06-22T00:00:00.000,Sold,https://assets.site-static.com/userFiles/1075/image/si-modern-home.png,"Mexico City, 67 Reforma Ave"
170,171,Canada,Single Family,1,4,1200,1000000,2024-07-12T00:00:00.000,Sold,https://content.api.news/v3/images/bin/164008cf6daa2b8cd2fe7df1e7635484,"Toronto, 123 Maple St"
171,172,Australia,Condo,3,2,1500,200000,2024-06-28T00:00:00.000,Pending,https://lh3.googleusercontent.com/IrX8q_pNLb4ZmB4k8X5OOqLlNaXVrrCk4BT1WTaxtjB2mBSLfDQKSbi_-NnuirlA6D0YwfOrHvZlSL_SC1ssut0Uk8WPVxXHfEFzvWEgBWHMv7EIJfcBKzz7NRxdwA=s0,"Sydney, 34 George St"
172,173,Germany,Single Family,4,4,1800,300000,2023-09-11T00:00:00.000,Pending,https://thegreensgh.com/wp-content/uploads/slider/cache/2dd7e954146fa7a139344e68d7af7bf5/Greens-18-4-scaled.webp,"Berlin, 12 Alexanderplatz"
173,174,Japan,Townhouse,4,4,1200,300000,2023-04-25T00:00:00.000,Sold,https://www.adobe.com/creativecloud/photography/discover/media_1159b19a8225b2413136806b0be15e4c921e3d122.png?width=750&format=png&optimize=medium,"Tokyo, 1 Chiyoda"
174,175,Brazil,Condo,4,2,1800,1000000,2024-01-15T00:00:00.000,Sold,https://i2.au.reastatic.net/800x600/abafe5a063891c635b1d496539ee21f0ccccde46481b4f53732dc826c7034e5f/image.jpg,"São Paulo, 33 Paulista Ave"
175,176,South Africa,Single Family,5,3,2500,600000,2023-02-24T00:00:00.000,Sold,https://media.licdn.com/dms/image/C4D12AQHyQFztScy7lQ/article-cover_image-shrink_600_2000/0/1631006149800?e=2147483647&v=beta&t=FSTJIlkktklps6VGbJLGVVehV4W8RfLEIVayCXpoLkQ,"Cape Town, 123 Long St"
176,177,India,Apartment,2,2,2000,200000,2023-11-02T00:00:00.000,Sold,https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/44/ef/f6/978233714.jpg,"Mumbai, 50 Marine Drive"
177,178,Italy,Single Family,3,4,2000,500000,2022-04-10T00:00:00.000,Sold,https://s3.eu-west-2.amazonaws.com/online24-production/listings/zfdqa/photos/ghcostablanca-propiedades-6321dd540aae8-source-gl.jpg,"Rome, 25 Via del Corso"
178,179,France,Apartment,3,3,1000,200000,2023-10-08T00:00:00.000,Sold,https://res.listglobally.com/listings/5784499/87164663/4c457cd7d377048b644c3b3cc66d63b6?mode=crop&height=300,"Paris, 50 Champs-Élysées"
179,180,Mexico,Single Family,5,3,1200,900000,2023-01-16T00:00:00.000,Pending,https://res.listglobally.com/listings/6239657/94745460/ffa44617f2ac8e0505ba36d6aac6b7f0?mode=crop&height=300,"Mexico City, 67 Reforma Ave"
180,181,Canada,Apartment,3,1,1500,200000,2024-08-11T00:00:00.000,Sold,https://cdn.pixabay.com/photo/2016/11/18/17/46/house-1836070_1280.jpg,"Toronto, 123 Maple St"
181,182,Australia,Apartment,3,1,1800,1000000,2024-04-29T00:00:00.000,Sold,https://clarity.pk/wp-content/uploads/2021/03/realestate-pakistan-scaled.jpg,"Sydney, 34 George St"
182,183,Germany,Single Family,2,2,1000,300000,2023-12-27T00:00:00.000,Sold,https://image.cnbcfm.com/api/v1/image/103500764-GettyImages-147205632-2.jpg?v=1691157601&w=929&h=523&vtcrop=y,"Berlin, 12 Alexanderplatz"
183,184,Japan,Condo,2,2,750,400000,2022-01-30T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2012-06-08ImamenPostNuevaPromocionMagnoliasDesign-1080x498.jpg,"Tokyo, 1 Chiyoda"
184,185,Brazil,Apartment,2,2,1000,1000000,2022-02-08T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2011-09-08ImagenPostChaletsIbicencosCumbredelSol.jpg,"São Paulo, 33 Paulista Ave"
185,186,South Africa,Townhouse,5,4,1800,700000,2022-09-04T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/img-0c8ef561b3a0eabd638945928a4eeb9b-v.N4knESQ4yBsJpmA6S.jpg,"Cape Town, 123 Long St"
186,187,India,Single Family,5,2,1200,1000000,2024-08-08T00:00:00.000,Sold,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2M3Njc0NWM4LTExYzgtNGRmZC1hYWRkLWRjMzk0ZTM5ZDIwNC9hNmMwYmQxNy03NmE4LTQzZWQtYWZlNC0xMGIzYjVmYWEzNDAuanBnIiwiYnJhbmQiOiJET1RQUk9QRVJUWSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDkwLCJoZWlnaHQiOjMyNSwiZml0IjoiY292ZXIifX19,"Mumbai, 50 Marine Drive"
187,188,Italy,Townhouse,5,1,1200,400000,2022-03-20T00:00:00.000,Pending,https://mediavault.point2.com/p2a/htmltext/620c/c690/bcc1/c1fdc6c4068582165f30/original.jpg,"Rome, 25 Via del Corso"
188,189,France,Apartment,3,2,750,300000,2023-07-09T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/6222ffef7a99942647c94379375385ea-cc_ft_960.jpg,"Paris, 50 Champs-Élysées"
189,190,Mexico,Apartment,4,3,2500,500000,2023-02-12T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/a040dcb66681d1d3c54149600a1cb972-cc_ft_960.jpg,"Mexico City, 67 Reforma Ave"
190,191,Canada,Single Family,3,1,1800,700000,2023-07-12T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/1725203ab0ec042bd839fcc5bbec4f96-cc_ft_1536.jpg,"Toronto, 123 Maple St"
191,192,Australia,Townhouse,2,3,1200,200000,2022-02-22T00:00:00.000,Pending,https://photos.zillowstatic.com/fp/dfafb4ae5dc197b1385496a025cce6e8-cc_ft_960.jpg,"Sydney, 34 George St"
192,193,Germany,Apartment,4,4,1200,400000,2023-01-13T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-house-with-swimming-pool-isolated-empty-white-background-real-estate-sale-property_667286-7582.jpg,"Berlin, 12 Alexanderplatz"
193,194,Japan,Townhouse,1,2,1800,700000,2023-12-31T00:00:00.000,Sold,https://estatehouserd.com/wp-content/uploads/2024/05/project_1_1.png,"Tokyo, 1 Chiyoda"
194,195,Brazil,Condo,4,1,1000,1000000,2022-07-20T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-modern-real-estate-home-contemporary-house_938627-198.jpg,"São Paulo, 33 Paulista Ave"
195,196,South Africa,Single Family,2,3,2000,800000,2022-09-29T00:00:00.000,Sold,https://img.freepik.com/premium-photo/house-modern-style-with-courtyard-panoramic-windows-3d-render-house_727625-681.jpg,"Cape Town, 123 Long St"
196,197,India,Apartment,2,1,1500,400000,2024-06-04T00:00:00.000,Pending,"https://easy-peasy.ai/cdn-cgi/image/quality=80,format=auto,width=700/https://fdczvxmwwjwpwbeeqcth.supabase.co/storage/v1/object/public/images/268c4b03-533f-4e81-aec1-0c22df466a90/4f5ea4f7-ab1e-49e7-9757-7f4b3ede7820.png","Mumbai, 50 Marine Drive"
197,198,Italy,Single Family,2,3,1000,900000,2022-09-23T00:00:00.000,Sold,https://plus.unsplash.com/premium_photo-1661954372617-15780178eb2e?fm=jpg&q=60&w=3000&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8bHV4dXJ5JTIwcmVhbCUyMGVzdGF0ZXxlbnwwfHwwfHx8MA%3D%3D,"Rome, 25 Via del Corso"
198,199,France,Townhouse,2,1,1800,900000,2024-02-28T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/crop/10:9-16:9/204k/203147/121885529/203147_1342113-1_IMG_02_0000_max_476x317.jpeg,"Paris, 50 Champs-Élysées"
199,200,Mexico,Single Family,1,3,2000,300000,2023-10-22T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/216k/215192/139088444/215192_26600911_IMG_13_0003_max_656x437.jpeg,"Mexico City, 67 Reforma Ave"
